Id, Title, Isbn, Year, CallNumber, CcbcCollection, Genres, NewEdition, NonUsPublisher, Publisher, OriginallyPublishedIn, Translated, TranslatedNotes, Subject, Subject Disability Notes, Subject Heritage/Region Notes, Subject Lgbtq Notes, Subject Religion Notes, Primary Character 1, PrimaryCharacterDisabilityNotes 1, PrimaryCharacterHeritageNotes 1, PrimaryCharacterSexualityNotes 1, PrimaryCharacterTypeNotes 1, PrimaryCharacterReligionNotes 1, PrimaryCharacterHeritageByNotes 1, PrimaryCharacterGenderNotes 1, Primary Character 2, PrimaryCharacterDisabilityNotes 2, PrimaryCharacterHeritageNotes 2, PrimaryCharacterSexualityNotes 2, PrimaryCharacterTypeNotes 2, PrimaryCharacterReligionNotes 2, PrimaryCharacterHeritageByNotes 2, PrimaryCharacterGenderNotes 2, Primary Character 3, PrimaryCharacterDisabilityNotes 3, PrimaryCharacterHeritageNotes 3, PrimaryCharacterSexualityNotes 3, PrimaryCharacterTypeNotes 3, PrimaryCharacterReligionNotes 3, PrimaryCharacterHeritageByNotes 3, PrimaryCharacterGenderNotes 3, Primary Character 4, PrimaryCharacterDisabilityNotes 4, PrimaryCharacterHeritageNotes 4, PrimaryCharacterSexualityNotes 4, PrimaryCharacterTypeNotes 4, PrimaryCharacterReligionNotes 4, PrimaryCharacterHeritageByNotes 4, PrimaryCharacterGenderNotes 4, Primary Character 5, PrimaryCharacterDisabilityNotes 5, PrimaryCharacterHeritageNotes 5, PrimaryCharacterSexualityNotes 5, PrimaryCharacterTypeNotes 5, PrimaryCharacterReligionNotes 5, PrimaryCharacterHeritageByNotes 5, PrimaryCharacterGenderNotes 5, Secondary Character 1, SecondaryCharacterDisabilityNotes 1, SecondaryCharacterHeritageNotes 1, SecondaryCharacterSexualityNotes 1, SecondaryCharacterTypeNotes 1, SecondaryCharacterReligionNotes 1, SecondaryCharacterHeritageByNotes 1, SecondaryCharacterGenderNotes 1, Secondary Character 2, SecondaryCharacterDisabilityNotes 2, SecondaryCharacterHeritageNotes 2, SecondaryCharacterSexualityNotes 2, SecondaryCharacterTypeNotes 2, SecondaryCharacterReligionNotes 2, SecondaryCharacterHeritageByNotes 2, SecondaryCharacterGenderNotes 2, Secondary Character 3, SecondaryCharacterDisabilityNotes 3, SecondaryCharacterHeritageNotes 3, SecondaryCharacterSexualityNotes 3, SecondaryCharacterTypeNotes 3, SecondaryCharacterReligionNotes 3, SecondaryCharacterHeritageByNotes 3, SecondaryCharacterGenderNotes 3, Secondary Character 4, SecondaryCharacterDisabilityNotes 4, SecondaryCharacterHeritageNotes 4, SecondaryCharacterSexualityNotes 4, SecondaryCharacterTypeNotes 4, SecondaryCharacterReligionNotes 4, SecondaryCharacterHeritageByNotes 4, SecondaryCharacterGenderNotes 4, Secondary Character 5, SecondaryCharacterDisabilityNotes 5, SecondaryCharacterHeritageNotes 5, SecondaryCharacterSexualityNotes 5, SecondaryCharacterTypeNotes 5, SecondaryCharacterReligionNotes 5, SecondaryCharacterHeritageByNotes 5, SecondaryCharacterGenderNotes 5, Contributors, ContributorTypes, Contributor Identity, ContributorDisabilityNotes, ContributorLgbtqNotes, ContributorSpecificCulture, GenderMarkerNotes, Gender Markers
"18695","Josefina's Habichuelas / Las habichuelas de Josefina","9781558859234","2021","Mendez","Picture Book","Bilingual, Contemporary","No","No","Arte Publico / Pinata","","No","","Christian, Latinx","","Latinx (primary and secondary)","","Christian (primary and secondary)","Christian, Female, Human, Latinx, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Christian, Female, Human, Latinx, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jasminne Mendez, Flor de Vita","Author, Illustrator","Female, Latinx (Jasminne Mendez), Female, Latinx (Flor de Vita)","","","Dominican-American, Mexican","",""
"18800","Who Was the Girl Warrior of France? Joan of Arc (Who HQ)","9780593224403","2022","SNF","Non-Fiction","Biography/History, Graphic Novel, Series Non-fiction","No","No","Penguin Random House / Penguin Workshop","","No","","Christian","","","","Catholic (primary)","Christian, Confirmed White, Female, Human, Text, Text","","","","","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sarah Winifred Searle, Maria Capelle Frantz","Author, Illustrator","Female, White (Sarah Winifred Searle), Unknown, White (Maria Capelle Frantz)","","","","",""
"18848","Leah's Star: A Nativity Story","9781684642243","2021","Bateson-Hill","Picture Book","Historical","No","No","Kane Miller","","No","","Asian, Christian, Middle East","","Set in Bethlehem, Palestine","","A Nativity story","Asian, Female, Human, Middle East, Text, Text","","First-century Palestinian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Female, Human, Middle East, Text, Text","","First-century Palestinian","","","","","","Asian, Human, Male, Middle East, Text, Text","","First-century Palestinian","","","","","","Asian, Female, Human, Middle East, Text, Text","","First-century Palestinian","","","","","","","","","","","","","","","","","","","","","","Margaret Bateson-Hill, Karin Littlewood","Author, Illustrator","Female, White (Margaret Bateson-Hill), Female, White (Karin Littlewood)","","","British","",""
"18866","Santa Jaws","9781250244628","2021","Heos","Picture Book","Animal Fantasy","No","No","Henry Holt / Macmillan","","No","","Christian","","","","Christmas book","Animal, Male, Text","","","","Shark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal, Not specified, Unknown","","","","Sharks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bridget Heos, Galia Bernstein","Author, Illustrator","Female, White (Bridget Heos), Female, Jewish, Middle East, White (Galia Bernstein)","","","Israeli","",""
"18895","Good Dogs in Bad Sweaters","9780593108505","2021","Wenitsky","Fiction","Animal Fantasy","No","No","Penguin Random House / Putnam","","No","","Christian, Jewish","","","","The dogs' families celebrate Jewish and Christian, respectively.","Animal, Female, Male, Text","","","","6 dogs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tor Freeman, Rachel Wenitsky, David Sidorov","Author, Illustrator","Female, White (Tor Freeman), Female, White (Rachel Wenitsky), Male, White (David Sidorov)","","","","",""
"18908","Simone Joins the Soccer Team","9780999568569","2021","Bradmort","Picture Book","Contemporary","No","No","Mayhew Pursuits","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Female, Human, Illustrations, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kelsi Bracmort, Takeia Marie","Author, Illustrator","Black/African, Female (Kelsi Bracmort), Black/African, Female (Takeia Marie)","","","African American","",""
"18917","Starfish","9781984814500","2021","Fipps","Fiction","Contemporary","No","No","Nancy Paulsen Books / Penguin Random House","","No","","Christian, Jewish, Latinx","","Mexican American (secondary 3)","","Raised in an interfaith (Jewish and Christian) household, she was allowed to choose her faith and chose both (primary)","Christian, Confirmed White, Female, Human, Jewish, Text, Text","","","","","Ellie is raised in an interfaith household (Christian and Jewish) and was allowed to choose her faith. She chose both.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Christian, Confirmed White, Female, Human, Text, Text","","Ellie's mom is white.","","","","","","Confirmed White, Human, Jewish, Male, Text, Text","","Ellie's dad is white.","","","","","","Female, Human, Latinx, Text, Text","","Catalina is Mexican American.","","","","","","","","","","","","","","","","","","","","","","Lisa Fipps","Author","Female, White (Lisa Fipps)","","","","",""
"19001","Red and Green and Blue and White","9781646140879","2021","Wind","Picture Book","Contemporary","No","No","Levine Querido","","No","","Christian, Jewish","","","","Jewish (primary 1); Christian (primary 2)","Assumed White, Human, Illustrations, Jewish, Male, Text","","","","","","","","Assumed White, Christian, Female, Human, Illustrations, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lee Wind, Paul O. Zelinsky","Author, Illustrator","LGBTQ, Male, White (Lee Wind), Male, White (Paul O. Zelinsky)","","","","",""
"19018","Art Is Everywhere: A Book About Andy Warhol","9781250777157","2021","920 Warhol","Non-Fiction","Biography/History","No","No","Henry Holt / Macmillan","","No","","Christian, LGBTQ Non-Fiction","","","Gay cis man (primary)","Christian (he mentions attending church with his mother on Sundays) (primary)","Christian, Confirmed White, Human, LGBTQ+, Male, Text, Text","","","Gay cis man","","Warhol (the character) mentions attending church with his mother on Sundays.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jeff Mack, Jeff Mack","Author, Illustrator","Male, White (Jeff Mack), Male, White (Jeff Mack)","","","","",""
"19024","Joy to the World! Christmas Around the Globe","9781646862979","2021","394 DePalma","Non-Fiction","","No","No","Barefoot","","No","","Christian, Multicultural General","","About Christmas observances around the globe","","About Christmas observances around the globe","Christian, Female, Group, Human, Illustrations, Male, Text","","Diverse","","Different families on each two-page spread","They're all celebrating Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kate DePalma, Sophie Fatus","Author, Illustrator","Female, White (Kate DePalma), Female, White (Sophie Fatus)","","","","",""
"19122","Baby Loves Photosynthesis on St. Patrick's Day!","9781623543075","2022","572 Spiro","Non-Fiction","Board Book, Series Non-fiction","No","No","Charlesbridge","","No","","Christian","","","","Text notes that St. Patrick's Day was originally a Catholic feast day.","Assumed White, Human, Illustrations, Illustrations, Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ruth Spiro, Irene Chan","Author, Illustrator","Female, White (Ruth Spiro), Asian, Female (Irene Chan)","","","Hong Konger","",""
"19153","The Year I Stopped Trying","9780593118283","2021","Heaney","Fiction","Contemporary","No","No","Knopf / Random House","","No","","Asian, Christian, LGBTQ Character/Topic","","Korean American (secondary 1)","Gay cis girl (secondary 1)","Catholic (primary)","Christian, Confirmed White, Female, Human, Other Heritage Specification, Text","","","","","Catholic","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Female, Human, LGBTQ+, Text, Text","","Korean American","Gay cis girl","","","","","Confirmed White, Human, Male, Other Heritage Specification, Text","","","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","Katie Heaney","Author","Female, LGBTQ, White (Katie Heaney)","","","","",""
"19159","The Biggest Little Boy: A Christmas Story","9780593204573","2021","Harlow","Picture Book","Contemporary","No","No","Penguin Random House / Viking","","No","","Brown Skin Unspecified, Christian","","Multiracial (brown skin/white)","","Primary character celebrates Christmas","Brown Skin, Christian, Human, Illustrations, Male, Multiracial, Text","","Luca is biracial (brown skin/white).","","","He celebrates Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ramona Kaulitzki, Poppy Harlow","Author, Illustrator","Female, White (Ramona Kaulitzki), Female, White (Poppy Harlow)","","","","",""
"19160","Threads of Peace: How Mohandas Gandhi and Martin Luther King Jr. Changed the World","9781481416788","2021","323 Krishnaswami","Non-Fiction","Biography/History","No","No","Atheneum / Caitlyn Dlouhy Books","","No","","Asian, Black/African, Christian, Other Religion","","Indian (primary 1); African American (primary 2)","","Hindu (primary 1); Christian (primary 2)","Asian, Human, Male, Other Religion, Text, Text","","Indian","","","Hindu","","","Black/African, Christian, Human, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Uma Krishnaswami","Author","Asian, Female, Other Religion (Uma Krishnaswami)","","","Indian Canadian","",""
"19161","Christina's Carol","9781534418486","2021","Rossetti","Picture Book","","No","No","Simon & Schuster","","No","","Christian, Middle East","","Most of the characters are from the Nativity story, set in the ancient Middle East","","The text is a Christmas carol.","Female, Group, Human, Illustrations, Illustrations, Male, Middle East, Text, Text","","The characters are from the Nativity, in the ancient Middle East. They are depicted in the illustrations with a variety of skin tones.","","Characters from the Nativity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Christina Rossetti, Tomie dePaola","Author, Illustrator","Female, White (Christina Rossetti), Male, White (Tomie dePaola)","","","","",""
"19207","Wishing Upon the Same Stars","9780063034389","2022","Feldman","Fiction","Contemporary","No","No","Harper / HarperCollins","","No","","Arab, Asian, Christian, Middle East","","Lebanese/Palestinian American (primary); Israeli American (secondary)","","Christian (primary); Jewish (secondary)","Arab, Asian, Christian, Female, Human, Middle East, Other Heritage Specification, Text","","Yasmeen is Lebanese/Palestinian American.","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female, Human, Jewish, Middle East, Other Heritage Specification, Text","","Ayelet is Jewish Israeli.","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jacquetta Nammar Feldman","Author","Arab, Asian, Female, Middle East, Multiracial (Jacquetta Nammar Feldman)","","","Palestinian American (possibly multiracial)","",""
"19270","Piatti for Children","9780735844759","2022","Piatti","Picture Book","","No","No","NorthSouth","","Yes","Translated from the German. Originally published in Switzerland.","Christian","","","","One of the stories is about the birth of Jesus.","Animal, Female, Group, Human, Male, Middle East, Not specified, Text, Text","","The human characters in the story of Jesus's birth are from the Middle East.","","Different characters throughout","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Celestino Piatti, Alistair Beaton, Jon Reid, Theo van Hoijtema, Ursula Piatti, Aurel von Juchen, Max Bolliger, Hans Schumacher","Author, Illustrator, Translator","Male, White (Celestino Piatti), Male, White (Alistair Beaton), Heritage Unknown, Male (Jon Reid), Male, White (Theo van Hoijtema), Female, Heritage Unknown (Ursula Piatti), Male, White (Aurel von Juchen), Male, White (Max Bolliger), Male, White (Hans Schumacher)","","","","",""
"19282","Adventure Awaits (Baxter Family Children)","9781665908023","2022","Kingsbury","Fiction","Contemporary, Series Fiction","No","No","Simon & Schuster","","No","","Christian","","","","Christian (primary family)","Assumed White, Christian, Female, Group, Human, Male, Text, Text","","","","5 siblings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Karen Kingsbury, Tyler Russell","Author","Female, White (Karen Kingsbury), Male, White (Tyler Russell)","","","","",""
"19369","When the Schools Shut Down: A Young Girl's Story of Virginia's ""Lost Generation"" and the Brown v. Board of Education of Topeka Decision","9780063011168","2022","379 Gladden","Non-Fiction","Biography/History","No","No","Harper / HarperCollins","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yolanda Gladden, Tamara Pizzoli, Keisha Morris","Author, Illustrator","Black/African, Female (Yolanda Gladden), Black/African, Female (Tamara Pizzoli), Black/African, Female, LGBTQ (Keisha Morris)","","","African American","",""
"19373","Call Me Miss Hamilton: One Woman's Case for Equality and Respect","9781541560406","2022","920 Hamilton","Non-Fiction","Biography/History","No","No","Lerner / Millbrook","","No","","Black/African, Christian","","African American (primary)","","Catholic (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carole Boston Weatherford, Jeffery Boston Weatherford","Author, Illustrator","Black/African, Female (Carole Boston Weatherford), Heritage Unknown, Male (Jeffery Boston Weatherford)","","","African American","",""
"19389","A Spoonful of Faith","9780063017818","2022","Holliday","Picture Book","Contemporary","No","No","Harper / HarperCollins","","No","","Black/African, Christian","","African American (primary and secondary)","","Christian (primary and secondary)","Black/African, Christian, Female, Human, Illustrations, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Illustrations, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jena Holliday, Jena Holliday","Author, Illustrator","Black/African, Christian, Female (Jena Holliday), Black/African, Christian, Female (Jena Holliday)","","","African American","",""
"19430","The Berenstain Bears Meet the Easter Bunny","9780063024472","2022","Berenstain","Picture Book","Animal Fantasy","No","No","Harper / HarperCollins","","No","","Christian","","","","Easter book","Animal, Female, Male, Text","","","","4 bears","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal, Male, Text","","","","Rabbit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mike Berenstain","Author","Male, White (Mike Berenstain)","","","","",""
"19435","Dino-Easter","9781728419206","2022","Wheeler","Picture Book","Animal Fantasy","No","No","Carolrhoda / Lerner","","No","","Christian","","","","Easter book","Animal, Female, Male, Text","","","","Dinosaurs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lisa Wheeler, Barry Gott","Author, Illustrator","Female, White (Lisa Wheeler), Male, White (Barry Gott)","","","","",""
"19464","The Easter Chick","9780735844742","2022","Elschner","Picture Book","Animal Fantasy","No","No","NorthSouth","","Yes","Translated from the German. Originally published in Switzerland.","Christian","","","","Easter book","Animal, Female, Text","","","","Chicken","","","","Animal, Female, Text","","","","Chick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Geraldine Elschner, Alexandra Junge, Marianne Martens","Author, Illustrator, Translator","Female, White (Geraldine Elschner), Female, White (Alexandra Junge), Female, White (Marianne Martens)","","","German","",""
"19539","Star Child: A Biographical Constellation of Octavia Estelle Butler","9780399187384","2022","920 Butler","Non-Fiction","Biography/History","No","No","Dutton / Penguin Random House","","No","","Black/African, Christian, Cognitive/Neurological","Dyslexia (primary)","African American (primary)","","Raised Baptist (primary)","Black/African, Christian, Cognitive/Neurological, Female, Human, Text, Text","Dyslexia","African American","","","Raised Baptist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ibi Zoboi","Author","Black/African, Female, Latinx (Ibi Zoboi)","","","Haitian American","",""
"19555","Dream, Annie, Dream","9780063017160","2022","Brown","Fiction","Historical","No","No","HarperCollins / Quill Tree","","No","","Asian, Christian","","Japanese American (primary)","","Primary character's family belongs to a church and celebrates Christmas.","Asian, Christian, Female, Human, Text, Text","","Japanese American","","","Her family belongs to a church and celebrates Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Confirmed White, Female, Human, Text, Text","","Jessica is white.","","","","","","Confirmed White, Human, Male, Text, Text","","Ben is white.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Waka T. Brown","Author","Asian, Female (Waka T. Brown)","","","Japanese American","",""
"19591","What's Inside the Easter Egg","9781665905701","2022","Jin","Picture Book","Animal Fantasy, Board Book","No","No","Little Simon / Simon & Schuster","","No","","Christian","","","","Easter book","Animal, Female, Male, Text","","","","Various species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cindy Jin, Fiona Dulieu","Author, Illustrator","Asian, Female (Cindy Jin), Female, Heritage Unknown (Fiona Dulieu)","","","","",""
"19592","Easter Bunny's Great Hunt (Secrets of the Season)","9780760371947","2022","Albright","Picture Book","Animal Fantasy, Board Book","No","No","becker&mayer! / Quarto","","No","","Christian, Multicultural General","","Multicultural group (secondary)","","Easter book","Animal, Male, Text","","","","Rabbit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female, Group, Human, Illustrations, Illustrations, Male","","Diverse","","4 kids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Taryn Albright, Jennie Bradley","Author, Illustrator","Female, White (Taryn Albright), Female, White (Jennie Bradley)","","","","","Bow"
"19598","Coretta Scott King (She Persisted)","9780593353523","2022","SNF","Non-Fiction","Biography/History, Series Non-fiction","No","No","Penguin Random House / Philomel","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kelly Starling Lyons, Gillian Flint","Author, Illustrator","Black/African, Female (Kelly Starling Lyons), Female, White (Gillian Flint)","","","African American","",""
"19658","'Twas the Night Before Christmas on the Farm","9781728206257","2020","Manning","Picture Book","Animal Fantasy","No","No","Sourcebooks / Sourcebooks Wonderland","","No","","Christian","","","","Christmas book","Animal, Female, Text","","","","Lamb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Craig Manning, Sumi Collina","Author, Illustrator","Heritage Unknown, Male (Craig Manning), Asian, Female (Sumi Collina)","","","possibly South Asian Italian","",""
"19665","Merry Christmas! (Looky Looky Little One)","9781728214115","2020","Magsamen","Picture Book","Board Book","No","No","Sourcebooks / Sourcebooks Wonderland","","No","","Christian","","","","Christmas book","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sandra Magsamen, Sandra Magsamen","Author, Illustrator","Female, White (Sandra Magsamen), Female, White (Sandra Magsamen)","","","","",""
"19680","Little Red Sleigh","9781728223551","2020","Guendelsberger","Picture Book","Fantasy","No","No","Sourcebooks / Sourcebooks Wonderland","","No","","Christian","","","","Christmas book","Female, Other Type, Text","","","","Sled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Erin Guendelsberger, Elizaveta Tretyakova","Author, Illustrator","Female, White (Erin Guendelsberger), Female, White (Elizaveta Tretyakova)","","","","",""
